ProductKey,Product Item Code,Product Name,Product Color,Product Size,Product Weight,Product Line,Product Model Name,Product Sub-Category,Product Category,Product Status
271,FR-R38R-60,"LL Road Frame - Red, 60",Red,60,2.48,R ,LL Road Frame,Road Frames,Components,Outdate
272,FR-R38R-62,"LL Road Frame - Red, 62",Red,62,2.5,R ,LL Road Frame,Road Frames,Components,Outdate
273,FR-R38R-62,"LL Road Frame - Red, 62",Red,62,2.5,R ,LL Road Frame,Road Frames,Components,Outdate
274,FR-R72R-44,"ML Road Frame - Red, 44",Red,44,2.22,R ,ML Road Frame,Road Frames,Components,Outdate
275,FR-R72R-48,"ML Road Frame - Red, 48",Red,48,2.26,R ,ML Road Frame,Road Frames,Components,Outdate
276,FR-R72R-52,"ML Road Frame - Red, 52",Red,52,2.3,R ,ML Road Frame,Road Frames,Components,Outdate
277,FR-R72R-58,"ML Road Frame - Red, 58",Red,58,2.36,R ,ML Road Frame,Road Frames,Components,Outdate
278,FR-R72R-60,"ML Road Frame - Red, 60",Red,60,2.38,R ,ML Road Frame,Road Frames,Components,Outdate
279,FR-R38B-44,"LL Road Frame - Black, 44",Black,44,2.32,R ,LL Road Frame,Road Frames,Components,Outdate
280,FR-R38B-44,"LL Road Frame - Black, 44",Black,44,2.32,R ,LL Road Frame,Road Frames,Components,Outdate
281,FR-R38B-44,"LL Road Frame - Black, 44",Black,44,2.32,R ,LL Road Frame,Road Frames,Components,Current
282,FR-R38B-48,"LL Road Frame - Black, 48",Black,48,2.36,R ,LL Road Frame,Road Frames,Components,Outdate
283,FR-R38B-48,"LL Road Frame - Black, 48",Black,48,2.36,R ,LL Road Frame,Road Frames,Components,Outdate
284,FR-R38B-48,"LL Road Frame - Black, 48",Black,48,2.36,R ,LL Road Frame,Road Frames,Components,Current
285,FR-R38B-52,"LL Road Frame - Black, 52",Black,52,2.4,R ,LL Road Frame,Road Frames,Components,Outdate
286,FR-R38B-52,"LL Road Frame - Black, 52",Black,52,2.4,R ,LL Road Frame,Road Frames,Components,Outdate
287,FR-R38B-52,"LL Road Frame - Black, 52",Black,52,2.4,R ,LL Road Frame,Road Frames,Components,Current
288,FR-M94S-42,"HL Mountain Frame - Silver, 42",Silver,42,2.72,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
289,FR-M94S-42,"HL Mountain Frame - Silver, 42",Silver,42,2.72,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
290,FR-M94S-42,"HL Mountain Frame - Silver, 42",Silver,42,2.72,M ,HL Mountain Frame,Mountain Frames,Components,Current
291,FR-M94S-44,"HL Mountain Frame - Silver, 44",Silver,44,2.76,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
292,FR-M94S-52,"HL Mountain Frame - Silver, 48",Silver,48,2.8,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
293,FR-M94S-46,"HL Mountain Frame - Silver, 46",Silver,46,2.84,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
294,FR-M94S-46,"HL Mountain Frame - Silver, 46",Silver,46,2.84,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
295,FR-M94S-46,"HL Mountain Frame - Silver, 46",Silver,46,2.84,M ,HL Mountain Frame,Mountain Frames,Components,Current
296,FR-M94B-42,"HL Mountain Frame - Black, 42",Black,42,2.72,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
297,FR-M94B-42,"HL Mountain Frame - Black, 42",Black,42,2.72,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
298,FR-M94B-42,"HL Mountain Frame - Black, 42",Black,42,2.72,M ,HL Mountain Frame,Mountain Frames,Components,Current
299,FR-M94B-44,"HL Mountain Frame - Black, 44",Black,44,2.76,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
300,FR-M94B-48,"HL Mountain Frame - Black, 48",Black,48,2.8,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
301,FR-M94B-46,"HL Mountain Frame - Black, 46",Black,46,2.84,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
302,FR-M94B-46,"HL Mountain Frame - Black, 46",Black,46,2.84,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
303,FR-M94B-46,"HL Mountain Frame - Black, 46",Black,46,2.84,M ,HL Mountain Frame,Mountain Frames,Components,Current
304,FR-M94B-38,"HL Mountain Frame - Black, 38",Black,38,2.68,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
305,FR-M94B-38,"HL Mountain Frame - Black, 38",Black,38,2.68,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
306,FR-M94B-38,"HL Mountain Frame - Black, 38",Black,38,2.68,M ,HL Mountain Frame,Mountain Frames,Components,Current
307,FR-M94S-38,"HL Mountain Frame - Silver, 38",Silver,38,2.68,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
308,FR-M94S-38,"HL Mountain Frame - Silver, 38",Silver,38,2.68,M ,HL Mountain Frame,Mountain Frames,Components,Outdate
309,FR-M94S-38,"HL Mountain Frame - Silver, 38",Silver,38,2.68,M ,HL Mountain Frame,Mountain Frames,Components,Current
310,BK-R93R-62,"Road-150 Red, 62",Red,62,15,R ,Road-150,Road Bikes,Bikes,Outdate
311,BK-R93R-44,"Road-150 Red, 44",Red,44,13.77,R ,Road-150,Road Bikes,Bikes,Outdate
312,BK-R93R-48,"Road-150 Red, 48",Red,48,14.13,R ,Road-150,Road Bikes,Bikes,Outdate
313,BK-R93R-52,"Road-150 Red, 52",Red,52,14.42,R ,Road-150,Road Bikes,Bikes,Outdate
314,BK-R93R-56,"Road-150 Red, 56",Red,56,14.68,R ,Road-150,Road Bikes,Bikes,Outdate
315,BK-R68R-58,"Road-450 Red, 58",Red,58,17.79,R ,Road-450,Road Bikes,Bikes,Outdate
316,BK-R68R-60,"Road-450 Red, 60",Red,60,17.9,R ,Road-450,Road Bikes,Bikes,Outdate
317,BK-R68R-44,"Road-450 Red, 44",Red,44,16.77,R ,Road-450,Road Bikes,Bikes,Outdate
318,BK-R68R-48,"Road-450 Red, 48",Red,48,17.13,R ,Road-450,Road Bikes,Bikes,Outdate
319,BK-R68R-52,"Road-450 Red, 52",Red,52,17.42,R ,Road-450,Road Bikes,Bikes,Outdate
320,BK-R50R-58,"Road-650 Red, 58",Red,58,19.79,R ,Road-650,Road Bikes,Bikes,Outdate
321,BK-R50R-58,"Road-650 Red, 58",Red,58,19.79,R ,Road-650,Road Bikes,Bikes,Outdate
322,BK-R50R-60,"Road-650 Red, 60",Red,60,19.9,R ,Road-650,Road Bikes,Bikes,Outdate
323,BK-R50R-60,"Road-650 Red, 60",Red,60,19.9,R ,Road-650,Road Bikes,Bikes,Outdate
324,BK-R50R-62,"Road-650 Red, 62",Red,62,20,R ,Road-650,Road Bikes,Bikes,Outdate
325,BK-R50R-62,"Road-650 Red, 62",Red,62,20,R ,Road-650,Road Bikes,Bikes,Outdate
326,BK-R50R-44,"Road-650 Red, 44",Red,44,18.77,R ,Road-650,Road Bikes,Bikes,Outdate
327,BK-R50R-44,"Road-650 Red, 44",Red,44,18.77,R ,Road-650,Road Bikes,Bikes,Outdate
328,BK-R50R-48,"Road-650 Red, 48",Red,48,19.13,R ,Road-650,Road Bikes,Bikes,Outdate
329,BK-R50R-48,"Road-650 Red, 48",Red,48,19.13,R ,Road-650,Road Bikes,Bikes,Outdate
330,BK-R50R-52,"Road-650 Red, 52",Red,52,19.42,R ,Road-650,Road Bikes,Bikes,Outdate
331,BK-R50R-52,"Road-650 Red, 52",Red,52,19.42,R ,Road-650,Road Bikes,Bikes,Outdate
332,BK-R50B-58,"Road-650 Black, 58",Black,58,19.79,R ,Road-650,Road Bikes,Bikes,Outdate
333,BK-R50B-58,"Road-650 Black, 58",Black,58,19.79,R ,Road-650,Road Bikes,Bikes,Outdate
334,BK-R50B-60,"Road-650 Black, 60",Black,60,19.9,R ,Road-650,Road Bikes,Bikes,Outdate
335,BK-R50B-60,"Road-650 Black, 60",Black,60,19.9,R ,Road-650,Road Bikes,Bikes,Outdate
336,BK-R50B-62,"Road-650 Black, 62",Black,62,20,R ,Road-650,Road Bikes,Bikes,Outdate
337,BK-R50B-62,"Road-650 Black, 62",Black,62,20,R ,Road-650,Road Bikes,Bikes,Outdate
338,BK-R50B-44,"Road-650 Black, 44",Black,44,18.77,R ,Road-650,Road Bikes,Bikes,Outdate
339,BK-R50B-44,"Road-650 Black, 44",Black,44,18.77,R ,Road-650,Road Bikes,Bikes,Outdate
340,BK-R50B-48,"Road-650 Black, 48",Black,48,19.13,R ,Road-650,Road Bikes,Bikes,Outdate
341,BK-R50B-48,"Road-650 Black, 48",Black,48,19.13,R ,Road-650,Road Bikes,Bikes,Outdate
342,BK-R50B-52,"Road-650 Black, 52",Black,52,19.42,R ,Road-650,Road Bikes,Bikes,Outdate
343,BK-R50B-52,"Road-650 Black, 52",Black,52,19.42,R ,Road-650,Road Bikes,Bikes,Outdate
344,BK-M82S-38,"Mountain-100 Silver, 38",Silver,38,20.35,M ,Mountain-100,Mountain Bikes,Bikes,Outdate
345,BK-M82S-42,"Mountain-100 Silver, 42",Silver,42,20.77,M ,Mountain-100,Mountain Bikes,Bikes,Outdate
346,BK-M82S-44,"Mountain-100 Silver, 44",Silver,44,21.13,M ,Mountain-100,Mountain Bikes,Bikes,Outdate
347,BK-M82S-48,"Mountain-100 Silver, 48",Silver,48,21.42,M ,Mountain-100,Mountain Bikes,Bikes,Outdate
348,BK-M82B-38,"Mountain-100 Black, 38",Black,38,20.35,M ,Mountain-100,Mountain Bikes,Bikes,Outdate
349,BK-M82B-42,"Mountain-100 Black, 42",Black,42,20.77,M ,Mountain-100,Mountain Bikes,Bikes,Outdate
350,BK-M82B-44,"Mountain-100 Black, 44",Black,44,21.13,M ,Mountain-100,Mountain Bikes,Bikes,Outdate
351,BK-M82B-48,"Mountain-100 Black, 48",Black,48,21.42,M ,Mountain-100,Mountain Bikes,Bikes,Outdate
352,BK-M68S-38,"Mountain-200 Silver, 38",Silver,38,23.35,M ,Mountain-200,Mountain Bikes,Bikes,Outdate
353,BK-M68S-38,"Mountain-200 Silver, 38",Silver,38,23.35,M ,Mountain-200,Mountain Bikes,Bikes,Current
354,BK-M68S-42,"Mountain-200 Silver, 42",Silver,42,23.77,M ,Mountain-200,Mountain Bikes,Bikes,Outdate
355,BK-M68S-42,"Mountain-200 Silver, 42",Silver,42,23.77,M ,Mountain-200,Mountain Bikes,Bikes,Current
356,BK-M68S-46,"Mountain-200 Silver, 46",Silver,46,24.13,M ,Mountain-200,Mountain Bikes,Bikes,Outdate
357,BK-M68S-46,"Mountain-200 Silver, 46",Silver,46,24.13,M ,Mountain-200,Mountain Bikes,Bikes,Current
358,BK-M68B-38,"Mountain-200 Black, 38",Black,38,23.35,M ,Mountain-200,Mountain Bikes,Bikes,Outdate
359,BK-M68B-38,"Mountain-200 Black, 38",Black,38,23.35,M ,Mountain-200,Mountain Bikes,Bikes,Current
360,BK-M68B-42,"Mountain-200 Black, 42",Black,42,23.77,M ,Mountain-200,Mountain Bikes,Bikes,Outdate
361,BK-M68B-42,"Mountain-200 Black, 42",Black,42,23.77,M ,Mountain-200,Mountain Bikes,Bikes,Current
362,BK-M68B-46,"Mountain-200 Black, 46",Black,46,24.13,M ,Mountain-200,Mountain Bikes,Bikes,Outdate
363,BK-M68B-46,"Mountain-200 Black, 46",Black,46,24.13,M ,Mountain-200,Mountain Bikes,Bikes,Current
364,BK-M47B-38,"Mountain-300 Black, 38",Black,38,25.35,M ,Mountain-300,Mountain Bikes,Bikes,Outdate
365,BK-M47B-40,"Mountain-300 Black, 40",Black,40,25.77,M ,Mountain-300,Mountain Bikes,Bikes,Outdate
366,BK-M47B-44,"Mountain-300 Black, 44",Black,44,26.13,M ,Mountain-300,Mountain Bikes,Bikes,Outdate
367,BK-M47B-48,"Mountain-300 Black, 48",Black,48,26.42,M ,Mountain-300,Mountain Bikes,Bikes,Outdate
368,BK-R89R-44,"Road-250 Red, 44",Red,44,14.77,R ,Road-250,Road Bikes,Bikes,Outdate
369,BK-R89R-48,"Road-250 Red, 48",Red,48,15.13,R ,Road-250,Road Bikes,Bikes,Outdate
370,BK-R89R-52,"Road-250 Red, 52",Red,52,15.42,R ,Road-250,Road Bikes,Bikes,Outdate
371,BK-R89R-58,"Road-250 Red, 58",Red,58,15.79,R ,Road-250,Road Bikes,Bikes,Outdate
372,BK-R89R-58,"Road-250 Red, 58",Red,58,15.79,R ,Road-250,Road Bikes,Bikes,Current
373,BK-R89B-44,"Road-250 Black, 44",Black,44,14.77,R ,Road-250,Road Bikes,Bikes,Outdate
374,BK-R89B-44,"Road-250 Black, 44",Black,44,14.77,R ,Road-250,Road Bikes,Bikes,Current
375,BK-R89B-48,"Road-250 Black, 48",Black,48,15.13,R ,Road-250,Road Bikes,Bikes,Outdate
376,BK-R89B-48,"Road-250 Black, 48",Black,48,15.13,R ,Road-250,Road Bikes,Bikes,Current
377,BK-R89B-52,"Road-250 Black, 52",Black,52,15.42,R ,Road-250,Road Bikes,Bikes,Outdate
378,BK-R89B-52,"Road-250 Black, 52",Black,52,15.42,R ,Road-250,Road Bikes,Bikes,Current
379,BK-R89B-58,"Road-250 Black, 58",Black,58,15.68,R ,Road-250,Road Bikes,Bikes,Outdate
380,BK-R89B-58,"Road-250 Black, 58",Black,58,15.68,R ,Road-250,Road Bikes,Bikes,Current
381,BK-R64Y-38,"Road-550-W Yellow, 38",Yellow,38,17.35,R ,Road-550-W,Road Bikes,Bikes,Outdate
382,BK-R64Y-38,"Road-550-W Yellow, 38",Yellow,38,17.35,R ,Road-550-W,Road Bikes,Bikes,Current
383,BK-R64Y-40,"Road-550-W Yellow, 40",Yellow,40,17.77,R ,Road-550-W,Road Bikes,Bikes,Outdate
384,BK-R64Y-40,"Road-550-W Yellow, 40",Yellow,40,17.77,R ,Road-550-W,Road Bikes,Bikes,Current
385,BK-R64Y-42,"Road-550-W Yellow, 42",Yellow,42,18.13,R ,Road-550-W,Road Bikes,Bikes,Outdate
386,BK-R64Y-42,"Road-550-W Yellow, 42",Yellow,42,18.13,R ,Road-550-W,Road Bikes,Bikes,Current
387,BK-R64Y-44,"Road-550-W Yellow, 44",Yellow,44,18.42,R ,Road-550-W,Road Bikes,Bikes,Outdate
388,BK-R64Y-44,"Road-550-W Yellow, 44",Yellow,44,18.42,R ,Road-550-W,Road Bikes,Bikes,Current
389,BK-R64Y-48,"Road-550-W Yellow, 48",Yellow,48,18.68,R ,Road-550-W,Road Bikes,Bikes,Outdate
390,BK-R64Y-48,"Road-550-W Yellow, 48",Yellow,48,18.68,R ,Road-550-W,Road Bikes,Bikes,Current
391,FK-1639,LL Fork,NA,NULL,NULL,NULL,LL Fork,Forks,Components,Outdate
392,FK-5136,ML Fork,NA,NULL,NULL,NULL,ML Fork,Forks,Components,Outdate
393,FK-9939,HL Fork,NA,NULL,NULL,NULL,HL Fork,Forks,Components,Outdate
394,HS-0296,LL Headset,NA,NULL,NULL,NULL,LL Headset,Headsets,Components,Outdate
395,HS-2451,ML Headset,NA,NULL,NULL,NULL,ML Headset,Headsets,Components,Outdate
396,HS-3479,HL Headset,NA,NULL,NULL,NULL,HL Headset,Headsets,Components,Outdate
397,HB-M243,LL Mountain Handlebars,NA,NULL,NULL,M ,LL Mountain Handlebars,Handlebars,Components,Outdate
398,HB-M243,LL Mountain Handlebars,NA,NULL,NULL,M ,LL Mountain Handlebars,Handlebars,Components,Current
399,HB-M763,ML Mountain Handlebars,NA,NULL,NULL,M ,ML Mountain Handlebars,Handlebars,Components,Outdate
400,HB-M763,ML Mountain Handlebars,NA,NULL,NULL,M ,ML Mountain Handlebars,Handlebars,Components,Current
401,HB-M918,HL Mountain Handlebars,NA,NULL,NULL,M ,HL Mountain Handlebars,Handlebars,Components,Outdate
402,HB-M918,HL Mountain Handlebars,NA,NULL,NULL,M ,HL Mountain Handlebars,Handlebars,Components,Current
403,HB-R504,LL Road Handlebars,NA,NULL,NULL,R ,LL Road Handlebars,Handlebars,Components,Outdate
404,HB-R504,LL Road Handlebars,NA,NULL,NULL,R ,LL Road Handlebars,Handlebars,Components,Current
405,HB-R720,ML Road Handlebars,NA,NULL,NULL,R ,ML Road Handlebars,Handlebars,Components,Outdate
406,HB-R720,ML Road Handlebars,NA,NULL,NULL,R ,ML Road Handlebars,Handlebars,Components,Current
407,HB-R956,HL Road Handlebars,NA,NULL,NULL,R ,HL Road Handlebars,Handlebars,Components,Outdate
408,HB-R956,HL Road Handlebars,NA,NULL,NULL,R ,HL Road Handlebars,Handlebars,Components,Current
409,FR-M63B-38,"ML Mountain Frame - Black, 38",Black,38,2.73,M ,ML Mountain Frame-W,Mountain Frames,Components,Outdate
410,FW-M423,LL Mountain Front Wheel,Black,NULL,NULL,M ,LL Mountain Front Wheel,Wheels,Components,Outdate
411,FW-M762,ML Mountain Front Wheel,Black,NULL,NULL,M ,ML Mountain Front Wheel,Wheels,Components,Outdate
412,FW-M928,HL Mountain Front Wheel,Black,NULL,NULL,M ,HL Mountain Front Wheel,Wheels,Components,Outdate
413,FW-R623,LL Road Front Wheel,Black,NULL,900,R ,LL Road Front Wheel,Wheels,Components,Outdate
414,FW-R762,ML Road Front Wheel,Black,NULL,850,R ,ML Road Front Wheel,Wheels,Components,Outdate
415,FW-R820,HL Road Front Wheel,Black,NULL,650,R ,HL Road Front Wheel,Wheels,Components,Outdate
416,FW-T905,Touring Front Wheel,Black,NULL,NULL,T ,Touring Front Wheel,Wheels,Components,Outdate
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Yellow,38,2.18,R ,ML Road Frame-W,Road Frames,Components,Outdate
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Yellow,38,2.18,R ,ML Road Frame-W,Road Frames,Components,Current
419,RW-M423,LL Mountain Rear Wheel,Black,NULL,NULL,M ,LL Mountain Rear Wheel,Wheels,Components,Outdate
420,RW-M762,ML Mountain Rear Wheel,Black,NULL,NULL,M ,ML Mountain Rear Wheel,Wheels,Components,Outdate
421,RW-M928,HL Mountain Rear Wheel,Black,NULL,NULL,M ,HL Mountain Rear Wheel,Wheels,Components,Outdate
422,RW-R623,LL Road Rear Wheel,Black,NULL,1050,R ,LL Road Rear Wheel,Wheels,Components,Outdate
423,RW-R762,ML Road Rear Wheel,Black,NULL,1000,R ,ML Road Rear Wheel,Wheels,Components,Outdate
424,RW-R820,HL Road Rear Wheel,Black,NULL,890,R ,HL Road Rear Wheel,Wheels,Components,Outdate
425,RW-T905,Touring Rear Wheel,Black,NULL,NULL,T ,Touring Rear Wheel,Wheels,Components,Outdate
426,FR-M63B-40,"ML Mountain Frame - Black, 40",Black,40,2.77,M ,ML Mountain Frame,Mountain Frames,Components,Outdate
427,FR-M63B-44,"ML Mountain Frame - Black, 44",Black,44,2.81,M ,ML Mountain Frame,Mountain Frames,Components,Outdate
428,FR-M63B-48,"ML Mountain Frame - Black, 48",Black,48,2.85,M ,ML Mountain Frame,Mountain Frames,Components,Outdate
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Yellow,40,2.22,R ,ML Road Frame-W,Road Frames,Components,Outdate
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Yellow,40,2.22,R ,ML Road Frame-W,Road Frames,Components,Current
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Yellow,42,2.26,R ,ML Road Frame-W,Road Frames,Components,Outdate
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Yellow,42,2.26,R ,ML Road Frame-W,Road Frames,Components,Current
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Yellow,44,2.3,R ,ML Road Frame-W,Road Frames,Components,Outdate
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Yellow,44,2.3,R ,ML Road Frame-W,Road Frames,Components,Current
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Yellow,48,2.34,R ,ML Road Frame-W,Road Frames,Components,Outdate
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Yellow,48,2.34,R ,ML Road Frame-W,Road Frames,Components,Current
437,FR-R92B-62,"HL Road Frame - Black, 62",Black,62,2.3,R ,HL Road Frame,Road Frames,Components,Outdate
438,FR-R92B-62,"HL Road Frame - Black, 62",Black,62,2.3,R ,HL Road Frame,Road Frames,Components,Current
439,FR-R92B-44,"HL Road Frame - Black, 44",Black,44,2.12,R ,HL Road Frame,Road Frames,Components,Outdate
440,FR-R92B-44,"HL Road Frame - Black, 44",Black,44,2.12,R ,HL Road Frame,Road Frames,Components,Current
441,FR-R92B-48,"HL Road Frame - Black, 48",Black,48,2.16,R ,HL Road Frame,Road Frames,Components,Outdate
442,FR-R92B-48,"HL Road Frame - Black, 48",Black,48,2.16,R ,HL Road Frame,Road Frames,Components,Current
443,FR-R92B-52,"HL Road Frame - Black, 52",Black,52,2.2,R ,HL Road Frame,Road Frames,Components,Outdate
444,FR-R92B-52,"HL Road Frame - Black, 52",Black,52,2.2,R ,HL Road Frame,Road Frames,Components,Current
445,SH-M897-S,"Men's Sports Shorts, S",Black,S,NULL,S ,Men's Sports Shorts,Shorts,Clothing,Outdate
446,PA-T100,"Touring-Panniers, Large",Grey,NULL,NULL,T ,Touring-Panniers,Panniers,Accessories,Outdate
447,LO-C100,Cable Lock,NA,NULL,NULL,S ,Cable Lock,Locks,Accessories,Outdate
448,PU-0452,Minipump,NA,NULL,NULL,S ,Minipump,Pumps,Accessories,Outdate
449,PU-M044,Mountain Pump,NA,NULL,NULL,M ,Mountain Pump,Pumps,Accessories,Outdate
450,LT-T990,Taillights - Battery-Powered,NA,NULL,NULL,R ,Taillight,Lights,Accessories,Outdate
451,LT-H902,Headlights - Dual-Beam,NA,NULL,NULL,R ,Headlights - Dual-Beam,Lights,Accessories,Outdate
452,LT-H903,Headlights - Weatherproof,NA,NULL,NULL,R ,Headlights - Weatherproof,Lights,Accessories,Outdate
453,SH-M897-M,"Men's Sports Shorts, M",Black,M,NULL,S ,Men's Sports Shorts,Shorts,Clothing,Outdate
454,SH-M897-L,"Men's Sports Shorts, L",Black,L,NULL,S ,Men's Sports Shorts,Shorts,Clothing,Outdate
455,SH-M897-X,"Men's Sports Shorts, XL",Black,XL,NULL,S ,Men's Sports Shorts,Shorts,Clothing,Outdate
456,TG-W091-S,"Women's Tights, S",Black,S,NULL,S ,Women's Tights,Tights,Clothing,Outdate
457,TG-W091-M,"Women's Tights, M",Black,M,NULL,S ,Women's Tights,Tights,Clothing,Outdate
458,TG-W091-L,"Women's Tights, L",Black,L,NULL,S ,Women's Tights,Tights,Clothing,Outdate
459,SB-M891-S,"Men's Bib-Shorts, S",Multi,S,NULL,S ,Men's Bib-Shorts,Bib-Shorts,Clothing,Outdate
460,SB-M891-M,"Men's Bib-Shorts, M",Multi,M,NULL,S ,Men's Bib-Shorts,Bib-Shorts,Clothing,Outdate
461,SB-M891-L,"Men's Bib-Shorts, L",Multi,L,NULL,S ,Men's Bib-Shorts,Bib-Shorts,Clothing,Outdate
462,GL-H102-S,"Half-Finger Gloves, S",Black,S,NULL,S ,Half-Finger Gloves,Gloves,Clothing,Outdate
463,GL-H102-S,"Half-Finger Gloves, S",Black,S,NULL,S ,Half-Finger Gloves,Gloves,Clothing,Current
464,GL-H102-M,"Half-Finger Gloves, M",Black,M,NULL,S ,Half-Finger Gloves,Gloves,Clothing,Outdate
465,GL-H102-M,"Half-Finger Gloves, M",Black,M,NULL,S ,Half-Finger Gloves,Gloves,Clothing,Current
466,GL-H102-L,"Half-Finger Gloves, L",Black,L,NULL,S ,Half-Finger Gloves,Gloves,Clothing,Outdate
467,GL-H102-L,"Half-Finger Gloves, L",Black,L,NULL,S ,Half-Finger Gloves,Gloves,Clothing,Current
468,GL-F110-S,"Full-Finger Gloves, S",Black,S,NULL,M ,Full-Finger Gloves,Gloves,Clothing,Outdate
469,GL-F110-M,"Full-Finger Gloves, M",Black,M,NULL,M ,Full-Finger Gloves,Gloves,Clothing,Outdate
470,GL-F110-L,"Full-Finger Gloves, L",Black,L,NULL,M ,Full-Finger Gloves,Gloves,Clothing,Outdate
471,VE-C304-S,"Classic Vest, S",Blue,S,NULL,S ,Classic Vest,Vests,Clothing,Current
472,VE-C304-M,"Classic Vest, M",Blue,M,NULL,S ,Classic Vest,Vests,Clothing,Current
473,VE-C304-L,"Classic Vest, L",Blue,L,NULL,S ,Classic Vest,Vests,Clothing,Current
474,SH-W890-S,"Women's Mountain Shorts, S",Black,S,NULL,M ,Women's Mountain Shorts,Shorts,Clothing,Current
475,SH-W890-M,"Women's Mountain Shorts, M",Black,M,NULL,M ,Women's Mountain Shorts,Shorts,Clothing,Current
476,SH-W890-L,"Women's Mountain Shorts, L",Black,L,NULL,M ,Women's Mountain Shorts,Shorts,Clothing,Current
477,WB-H098,Water Bottle - 30 oz.,NA,NULL,NULL,S ,Water Bottle,Bottles and Cages,Accessories,Current
478,BC-M005,Mountain Bottle Cage,NA,NULL,NULL,M ,Mountain Bottle Cage,Bottles and Cages,Accessories,Current
479,BC-R205,Road Bottle Cage,NA,NULL,NULL,R ,Road Bottle Cage,Bottles and Cages,Accessories,Current
480,PK-7098,Patch Kit/8 Patches,NA,NULL,NULL,S ,Patch kit,Tires and Tubes,Accessories,Current
481,SO-R809-M,"Racing Socks, M",White,M,NULL,R ,Racing Socks,Socks,Clothing,Current
482,SO-R809-L,"Racing Socks, L",White,L,NULL,R ,Racing Socks,Socks,Clothing,Current
483,RA-H123,Hitch Rack - 4-Bike,NA,NULL,NULL,S ,Hitch Rack - 4-Bike,Bike Racks,Accessories,Current
484,CL-9009,Bike Wash - Dissolver,NA,NULL,NULL,S ,Bike Wash,Cleaners,Accessories,Current
485,FE-6654,Fender Set - Mountain,NA,NULL,NULL,M ,Fender Set - Mountain,Fenders,Accessories,Current
486,ST-1401,All-Purpose Bike Stand,NA,NULL,NULL,M ,All-Purpose Bike Stand,Bike Stands,Accessories,Current
487,HY-1023-70,Hydration Pack - 70 oz.,Silver,70,NULL,S ,Hydration Pack,Hydration Packs,Accessories,Current
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Yellow,S,NULL,S ,Short-Sleeve Classic Jersey,Jerseys,Clothing,Current
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Yellow,M,NULL,S ,Short-Sleeve Classic Jersey,Jerseys,Clothing,Current
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Yellow,L,NULL,S ,Short-Sleeve Classic Jersey,Jerseys,Clothing,Current
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Yellow,XL,NULL,S ,Short-Sleeve Classic Jersey,Jerseys,Clothing,Current
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60",Yellow,60,3.08,T ,HL Touring Frame,Touring Frames,Components,Current
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62",Yellow,62,3.2,T ,LL Touring Frame,Touring Frames,Components,Current
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46",Yellow,46,2.96,T ,HL Touring Frame,Touring Frames,Components,Current
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50",Yellow,50,3,T ,HL Touring Frame,Touring Frames,Components,Current
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54",Yellow,54,3.04,T ,HL Touring Frame,Touring Frames,Components,Current
497,FR-T98U-46,"HL Touring Frame - Blue, 46",Blue,46,2.96,T ,HL Touring Frame,Touring Frames,Components,Current
498,FR-T98U-50,"HL Touring Frame - Blue, 50",Blue,50,3,T ,HL Touring Frame,Touring Frames,Components,Current
499,FR-T98U-54,"HL Touring Frame - Blue, 54",Blue,54,3.04,T ,HL Touring Frame,Touring Frames,Components,Current
500,FR-T98U-60,"HL Touring Frame - Blue, 60",Blue,60,3.08,T ,HL Touring Frame,Touring Frames,Components,Current
