Date Key,Date,Day,WeekNo,Month,MonthShort,MonthNo,Quater,Year
20250327,27-03-2025,Wednesday,13,March,Mar,3,1,2025
20250328,28-03-2025,Thursday,13,March,Mar,3,1,2025
20250329,29-03-2025,Friday,13,March,Mar,3,1,2025
20250330,30-03-2025,Saturday,13,March,Mar,3,1,2025
20250331,31-03-2025,Sunday,14,March,Mar,3,1,2025
20250401,01-04-2025,Monday,14,April,Apr,4,2,2025
20250402,02-04-2025,Tuesday,14,April,Apr,4,2,2025
20250403,03-04-2025,Wednesday,14,April,Apr,4,2,2025
20250404,04-04-2025,Thursday,14,April,Apr,4,2,2025
20250405,05-04-2025,Friday,14,April,Apr,4,2,2025
20250406,06-04-2025,Saturday,14,April,Apr,4,2,2025
20250407,07-04-2025,Sunday,15,April,Apr,4,2,2025
20250408,08-04-2025,Monday,15,April,Apr,4,2,2025
20250409,09-04-2025,Tuesday,15,April,Apr,4,2,2025
20250410,10-04-2025,Wednesday,15,April,Apr,4,2,2025
20250411,11-04-2025,Thursday,15,April,Apr,4,2,2025
20250412,12-04-2025,Friday,15,April,Apr,4,2,2025
20250413,13-04-2025,Saturday,15,April,Apr,4,2,2025
20250414,14-04-2025,Sunday,16,April,Apr,4,2,2025
20250415,15-04-2025,Monday,16,April,Apr,4,2,2025
20250416,16-04-2025,Tuesday,16,April,Apr,4,2,2025
20250417,17-04-2025,Wednesday,16,April,Apr,4,2,2025
20250418,18-04-2025,Thursday,16,April,Apr,4,2,2025
20250419,19-04-2025,Friday,16,April,Apr,4,2,2025
20250420,20-04-2025,Saturday,16,April,Apr,4,2,2025
20250421,21-04-2025,Sunday,17,April,Apr,4,2,2025
20250422,22-04-2025,Monday,17,April,Apr,4,2,2025
20250423,23-04-2025,Tuesday,17,April,Apr,4,2,2025
20250424,24-04-2025,Wednesday,17,April,Apr,4,2,2025
20250425,25-04-2025,Thursday,17,April,Apr,4,2,2025
20250426,26-04-2025,Friday,17,April,Apr,4,2,2025
20250427,27-04-2025,Saturday,17,April,Apr,4,2,2025
20250428,28-04-2025,Sunday,18,April,Apr,4,2,2025
20250429,29-04-2025,Monday,18,April,Apr,4,2,2025
20250430,30-04-2025,Tuesday,18,April,Apr,4,2,2025
20250501,01-05-2025,Wednesday,18,May,May,5,2,2025
20250502,02-05-2025,Thursday,18,May,May,5,2,2025
20250503,03-05-2025,Friday,18,May,May,5,2,2025
20250504,04-05-2025,Saturday,18,May,May,5,2,2025
20250505,05-05-2025,Sunday,19,May,May,5,2,2025
20250506,06-05-2025,Monday,19,May,May,5,2,2025
20250507,07-05-2025,Tuesday,19,May,May,5,2,2025
20250508,08-05-2025,Wednesday,19,May,May,5,2,2025
20250509,09-05-2025,Thursday,19,May,May,5,2,2025
20250510,10-05-2025,Friday,19,May,May,5,2,2025
20250511,11-05-2025,Saturday,19,May,May,5,2,2025
20250512,12-05-2025,Sunday,20,May,May,5,2,2025
20250513,13-05-2025,Monday,20,May,May,5,2,2025
20250514,14-05-2025,Tuesday,20,May,May,5,2,2025
20250515,15-05-2025,Wednesday,20,May,May,5,2,2025
20250516,16-05-2025,Thursday,20,May,May,5,2,2025
20250517,17-05-2025,Friday,20,May,May,5,2,2025
20250518,18-05-2025,Saturday,20,May,May,5,2,2025
20250519,19-05-2025,Sunday,21,May,May,5,2,2025
20250520,20-05-2025,Monday,21,May,May,5,2,2025
20250521,21-05-2025,Tuesday,21,May,May,5,2,2025
20250522,22-05-2025,Wednesday,21,May,May,5,2,2025
20250523,23-05-2025,Thursday,21,May,May,5,2,2025
20250524,24-05-2025,Friday,21,May,May,5,2,2025
20250525,25-05-2025,Saturday,21,May,May,5,2,2025
20250526,26-05-2025,Sunday,22,May,May,5,2,2025
20250527,27-05-2025,Monday,22,May,May,5,2,2025
20250528,28-05-2025,Tuesday,22,May,May,5,2,2025
20250529,29-05-2025,Wednesday,22,May,May,5,2,2025
20250530,30-05-2025,Thursday,22,May,May,5,2,2025
20250531,31-05-2025,Friday,22,May,May,5,2,2025
20250601,01-06-2025,Saturday,22,June,Jun,6,2,2025
20250602,02-06-2025,Sunday,23,June,Jun,6,2,2025
20250603,03-06-2025,Monday,23,June,Jun,6,2,2025
20250604,04-06-2025,Tuesday,23,June,Jun,6,2,2025
20250605,05-06-2025,Wednesday,23,June,Jun,6,2,2025
20250606,06-06-2025,Thursday,23,June,Jun,6,2,2025
20250607,07-06-2025,Friday,23,June,Jun,6,2,2025
20250608,08-06-2025,Saturday,23,June,Jun,6,2,2025
20250609,09-06-2025,Sunday,24,June,Jun,6,2,2025
20250610,10-06-2025,Monday,24,June,Jun,6,2,2025
20250611,11-06-2025,Tuesday,24,June,Jun,6,2,2025
20250612,12-06-2025,Wednesday,24,June,Jun,6,2,2025
20250613,13-06-2025,Thursday,24,June,Jun,6,2,2025
20250614,14-06-2025,Friday,24,June,Jun,6,2,2025
20250615,15-06-2025,Saturday,24,June,Jun,6,2,2025
20250616,16-06-2025,Sunday,25,June,Jun,6,2,2025
20250617,17-06-2025,Monday,25,June,Jun,6,2,2025
20250618,18-06-2025,Tuesday,25,June,Jun,6,2,2025
20250619,19-06-2025,Wednesday,25,June,Jun,6,2,2025
20250620,20-06-2025,Thursday,25,June,Jun,6,2,2025
20250621,21-06-2025,Friday,25,June,Jun,6,2,2025
20250622,22-06-2025,Saturday,25,June,Jun,6,2,2025
20250623,23-06-2025,Sunday,26,June,Jun,6,2,2025
20250624,24-06-2025,Monday,26,June,Jun,6,2,2025
20250625,25-06-2025,Tuesday,26,June,Jun,6,2,2025
20250626,26-06-2025,Wednesday,26,June,Jun,6,2,2025
20250627,27-06-2025,Thursday,26,June,Jun,6,2,2025
20250628,28-06-2025,Friday,26,June,Jun,6,2,2025
20250629,29-06-2025,Saturday,26,June,Jun,6,2,2025
20250630,30-06-2025,Sunday,27,June,Jun,6,2,2025
20250701,01-07-2025,Monday,27,July,Jul,7,3,2025
20250702,02-07-2025,Tuesday,27,July,Jul,7,3,2025
20250703,03-07-2025,Wednesday,27,July,Jul,7,3,2025
20250704,04-07-2025,Thursday,27,July,Jul,7,3,2025
20250705,05-07-2025,Friday,27,July,Jul,7,3,2025
20250706,06-07-2025,Saturday,27,July,Jul,7,3,2025
20250707,07-07-2025,Sunday,28,July,Jul,7,3,2025
20250708,08-07-2025,Monday,28,July,Jul,7,3,2025
20250709,09-07-2025,Tuesday,28,July,Jul,7,3,2025
20250710,10-07-2025,Wednesday,28,July,Jul,7,3,2025
20250711,11-07-2025,Thursday,28,July,Jul,7,3,2025
20250712,12-07-2025,Friday,28,July,Jul,7,3,2025
20250713,13-07-2025,Saturday,28,July,Jul,7,3,2025
20250714,14-07-2025,Sunday,29,July,Jul,7,3,2025
20250715,15-07-2025,Monday,29,July,Jul,7,3,2025
20250716,16-07-2025,Tuesday,29,July,Jul,7,3,2025
20250717,17-07-2025,Wednesday,29,July,Jul,7,3,2025
20250718,18-07-2025,Thursday,29,July,Jul,7,3,2025
20250719,19-07-2025,Friday,29,July,Jul,7,3,2025
20250720,20-07-2025,Saturday,29,July,Jul,7,3,2025
20250721,21-07-2025,Sunday,30,July,Jul,7,3,2025
20250722,22-07-2025,Monday,30,July,Jul,7,3,2025
20250723,23-07-2025,Tuesday,30,July,Jul,7,3,2025
20250724,24-07-2025,Wednesday,30,July,Jul,7,3,2025
20250725,25-07-2025,Thursday,30,July,Jul,7,3,2025
20250726,26-07-2025,Friday,30,July,Jul,7,3,2025
20250727,27-07-2025,Saturday,30,July,Jul,7,3,2025
20250728,28-07-2025,Sunday,31,July,Jul,7,3,2025
20250729,29-07-2025,Monday,31,July,Jul,7,3,2025
20250730,30-07-2025,Tuesday,31,July,Jul,7,3,2025
20250731,31-07-2025,Wednesday,31,July,Jul,7,3,2025
20250801,01-08-2025,Thursday,31,August,Aug,8,3,2025
20250802,02-08-2025,Friday,31,August,Aug,8,3,2025
20250803,03-08-2025,Saturday,31,August,Aug,8,3,2025
20250804,04-08-2025,Sunday,32,August,Aug,8,3,2025
20250805,05-08-2025,Monday,32,August,Aug,8,3,2025
20250806,06-08-2025,Tuesday,32,August,Aug,8,3,2025
20250807,07-08-2025,Wednesday,32,August,Aug,8,3,2025
20250808,08-08-2025,Thursday,32,August,Aug,8,3,2025
20250809,09-08-2025,Friday,32,August,Aug,8,3,2025
20250810,10-08-2025,Saturday,32,August,Aug,8,3,2025
20250811,11-08-2025,Sunday,33,August,Aug,8,3,2025
20250812,12-08-2025,Monday,33,August,Aug,8,3,2025
20250813,13-08-2025,Tuesday,33,August,Aug,8,3,2025
20250814,14-08-2025,Wednesday,33,August,Aug,8,3,2025
20250815,15-08-2025,Thursday,33,August,Aug,8,3,2025
20250816,16-08-2025,Friday,33,August,Aug,8,3,2025
20250817,17-08-2025,Saturday,33,August,Aug,8,3,2025
20250818,18-08-2025,Sunday,34,August,Aug,8,3,2025
20250819,19-08-2025,Monday,34,August,Aug,8,3,2025
20250820,20-08-2025,Tuesday,34,August,Aug,8,3,2025
20250821,21-08-2025,Wednesday,34,August,Aug,8,3,2025
20250822,22-08-2025,Thursday,34,August,Aug,8,3,2025
20250823,23-08-2025,Friday,34,August,Aug,8,3,2025
20250824,24-08-2025,Saturday,34,August,Aug,8,3,2025
20250825,25-08-2025,Sunday,35,August,Aug,8,3,2025
20250826,26-08-2025,Monday,35,August,Aug,8,3,2025
20250827,27-08-2025,Tuesday,35,August,Aug,8,3,2025
20250828,28-08-2025,Wednesday,35,August,Aug,8,3,2025
20250829,29-08-2025,Thursday,35,August,Aug,8,3,2025
20250830,30-08-2025,Friday,35,August,Aug,8,3,2025
20250831,31-08-2025,Saturday,35,August,Aug,8,3,2025
20250901,01-09-2025,Sunday,36,September,Sep,9,3,2025
20250902,02-09-2025,Monday,36,September,Sep,9,3,2025
20250903,03-09-2025,Tuesday,36,September,Sep,9,3,2025
20250904,04-09-2025,Wednesday,36,September,Sep,9,3,2025
20250905,05-09-2025,Thursday,36,September,Sep,9,3,2025
20250906,06-09-2025,Friday,36,September,Sep,9,3,2025
20250907,07-09-2025,Saturday,36,September,Sep,9,3,2025
20250908,08-09-2025,Sunday,37,September,Sep,9,3,2025
20250909,09-09-2025,Monday,37,September,Sep,9,3,2025
20250910,10-09-2025,Tuesday,37,September,Sep,9,3,2025
20250911,11-09-2025,Wednesday,37,September,Sep,9,3,2025
20250912,12-09-2025,Thursday,37,September,Sep,9,3,2025
20250913,13-09-2025,Friday,37,September,Sep,9,3,2025
20250914,14-09-2025,Saturday,37,September,Sep,9,3,2025
20250915,15-09-2025,Sunday,38,September,Sep,9,3,2025
20250916,16-09-2025,Monday,38,September,Sep,9,3,2025
20250917,17-09-2025,Tuesday,38,September,Sep,9,3,2025
20250918,18-09-2025,Wednesday,38,September,Sep,9,3,2025
20250919,19-09-2025,Thursday,38,September,Sep,9,3,2025
20250920,20-09-2025,Friday,38,September,Sep,9,3,2025
20250921,21-09-2025,Saturday,38,September,Sep,9,3,2025
20250922,22-09-2025,Sunday,39,September,Sep,9,3,2025
20250923,23-09-2025,Monday,39,September,Sep,9,3,2025
20250924,24-09-2025,Tuesday,39,September,Sep,9,3,2025
20250925,25-09-2025,Wednesday,39,September,Sep,9,3,2025
20250926,26-09-2025,Thursday,39,September,Sep,9,3,2025
20250927,27-09-2025,Friday,39,September,Sep,9,3,2025
20250928,28-09-2025,Saturday,39,September,Sep,9,3,2025
20250929,29-09-2025,Sunday,40,September,Sep,9,3,2025
20250930,30-09-2025,Monday,40,September,Sep,9,3,2025
20251001,01-10-2025,Tuesday,40,October,Oct,10,4,2025
20251002,02-10-2025,Wednesday,40,October,Oct,10,4,2025
20251003,03-10-2025,Thursday,40,October,Oct,10,4,2025
20251004,04-10-2025,Friday,40,October,Oct,10,4,2025
20251005,05-10-2025,Saturday,40,October,Oct,10,4,2025
20251006,06-10-2025,Sunday,41,October,Oct,10,4,2025
20251007,07-10-2025,Monday,41,October,Oct,10,4,2025
20251008,08-10-2025,Tuesday,41,October,Oct,10,4,2025
20251009,09-10-2025,Wednesday,41,October,Oct,10,4,2025
20251010,10-10-2025,Thursday,41,October,Oct,10,4,2025
20251011,11-10-2025,Friday,41,October,Oct,10,4,2025
20251012,12-10-2025,Saturday,41,October,Oct,10,4,2025
20251013,13-10-2025,Sunday,42,October,Oct,10,4,2025
20251014,14-10-2025,Monday,42,October,Oct,10,4,2025
20251015,15-10-2025,Tuesday,42,October,Oct,10,4,2025
20251016,16-10-2025,Wednesday,42,October,Oct,10,4,2025
20251017,17-10-2025,Thursday,42,October,Oct,10,4,2025
20251018,18-10-2025,Friday,42,October,Oct,10,4,2025
20251019,19-10-2025,Saturday,42,October,Oct,10,4,2025
20251020,20-10-2025,Sunday,43,October,Oct,10,4,2025
20251021,21-10-2025,Monday,43,October,Oct,10,4,2025
20251022,22-10-2025,Tuesday,43,October,Oct,10,4,2025
20251023,23-10-2025,Wednesday,43,October,Oct,10,4,2025
20251024,24-10-2025,Thursday,43,October,Oct,10,4,2025
20251025,25-10-2025,Friday,43,October,Oct,10,4,2025
20251026,26-10-2025,Saturday,43,October,Oct,10,4,2025
20251027,27-10-2025,Sunday,44,October,Oct,10,4,2025
20251028,28-10-2025,Monday,44,October,Oct,10,4,2025
20251029,29-10-2025,Tuesday,44,October,Oct,10,4,2025
20251030,30-10-2025,Wednesday,44,October,Oct,10,4,2025
20251031,31-10-2025,Thursday,44,October,Oct,10,4,2025
20251101,01-11-2025,Friday,44,November,Nov,11,4,2025
20251102,02-11-2025,Saturday,44,November,Nov,11,4,2025
20251103,03-11-2025,Sunday,45,November,Nov,11,4,2025
20251104,04-11-2025,Monday,45,November,Nov,11,4,2025
20251105,05-11-2025,Tuesday,45,November,Nov,11,4,2025
20251106,06-11-2025,Wednesday,45,November,Nov,11,4,2025
20251107,07-11-2025,Thursday,45,November,Nov,11,4,2025
20251108,08-11-2025,Friday,45,November,Nov,11,4,2025
20251109,09-11-2025,Saturday,45,November,Nov,11,4,2025
20251110,10-11-2025,Sunday,46,November,Nov,11,4,2025
20251111,11-11-2025,Monday,46,November,Nov,11,4,2025
20251112,12-11-2025,Tuesday,46,November,Nov,11,4,2025
20251113,13-11-2025,Wednesday,46,November,Nov,11,4,2025
20251114,14-11-2025,Thursday,46,November,Nov,11,4,2025
20251115,15-11-2025,Friday,46,November,Nov,11,4,2025
20251116,16-11-2025,Saturday,46,November,Nov,11,4,2025
20251117,17-11-2025,Sunday,47,November,Nov,11,4,2025
20251118,18-11-2025,Monday,47,November,Nov,11,4,2025
20251119,19-11-2025,Tuesday,47,November,Nov,11,4,2025
20251120,20-11-2025,Wednesday,47,November,Nov,11,4,2025
20251121,21-11-2025,Thursday,47,November,Nov,11,4,2025
20251122,22-11-2025,Friday,47,November,Nov,11,4,2025
20251123,23-11-2025,Saturday,47,November,Nov,11,4,2025
20251124,24-11-2025,Sunday,48,November,Nov,11,4,2025
20251125,25-11-2025,Monday,48,November,Nov,11,4,2025
20251126,26-11-2025,Tuesday,48,November,Nov,11,4,2025
20251127,27-11-2025,Wednesday,48,November,Nov,11,4,2025
20251128,28-11-2025,Thursday,48,November,Nov,11,4,2025
20251129,29-11-2025,Friday,48,November,Nov,11,4,2025
20251130,30-11-2025,Saturday,48,November,Nov,11,4,2025
20251201,01-12-2025,Sunday,49,December,Dec,12,4,2025
20251202,02-12-2025,Monday,49,December,Dec,12,4,2025
20251203,03-12-2025,Tuesday,49,December,Dec,12,4,2025
20251204,04-12-2025,Wednesday,49,December,Dec,12,4,2025
20251205,05-12-2025,Thursday,49,December,Dec,12,4,2025
20251206,06-12-2025,Friday,49,December,Dec,12,4,2025
20251207,07-12-2025,Saturday,49,December,Dec,12,4,2025
20251208,08-12-2025,Sunday,50,December,Dec,12,4,2025
20251209,09-12-2025,Monday,50,December,Dec,12,4,2025
20251210,10-12-2025,Tuesday,50,December,Dec,12,4,2025
20251211,11-12-2025,Wednesday,50,December,Dec,12,4,2025
20251212,12-12-2025,Thursday,50,December,Dec,12,4,2025
20251213,13-12-2025,Friday,50,December,Dec,12,4,2025
20251214,14-12-2025,Saturday,50,December,Dec,12,4,2025
20251215,15-12-2025,Sunday,51,December,Dec,12,4,2025
20251216,16-12-2025,Monday,51,December,Dec,12,4,2025
20251217,17-12-2025,Tuesday,51,December,Dec,12,4,2025
20251218,18-12-2025,Wednesday,51,December,Dec,12,4,2025
20251219,19-12-2025,Thursday,51,December,Dec,12,4,2025
20251220,20-12-2025,Friday,51,December,Dec,12,4,2025
20251221,21-12-2025,Saturday,51,December,Dec,12,4,2025
20251222,22-12-2025,Sunday,52,December,Dec,12,4,2025
20251223,23-12-2025,Monday,52,December,Dec,12,4,2025
20251224,24-12-2025,Tuesday,52,December,Dec,12,4,2025
20251225,25-12-2025,Wednesday,52,December,Dec,12,4,2025
20251226,26-12-2025,Thursday,52,December,Dec,12,4,2025
20251227,27-12-2025,Friday,52,December,Dec,12,4,2025
20251228,28-12-2025,Saturday,52,December,Dec,12,4,2025
20251229,29-12-2025,Sunday,53,December,Dec,12,4,2025
20251230,30-12-2025,Monday,53,December,Dec,12,4,2025
20251231,31-12-2025,Tuesday,53,December,Dec,12,4,2025
20260101,01-01-2026,Wednesday,1,January,Jan,1,1,2026
20260102,02-01-2026,Thursday,1,January,Jan,1,1,2026
20260103,03-01-2026,Friday,1,January,Jan,1,1,2026
20260104,04-01-2026,Saturday,1,January,Jan,1,1,2026
20260105,05-01-2026,Sunday,2,January,Jan,1,1,2026
20260106,06-01-2026,Monday,2,January,Jan,1,1,2026
20260107,07-01-2026,Tuesday,2,January,Jan,1,1,2026
20260108,08-01-2026,Wednesday,2,January,Jan,1,1,2026
20260109,09-01-2026,Thursday,2,January,Jan,1,1,2026
20260110,10-01-2026,Friday,2,January,Jan,1,1,2026
20260111,11-01-2026,Saturday,2,January,Jan,1,1,2026
20260112,12-01-2026,Sunday,3,January,Jan,1,1,2026
20260113,13-01-2026,Monday,3,January,Jan,1,1,2026
20260114,14-01-2026,Tuesday,3,January,Jan,1,1,2026
20260115,15-01-2026,Wednesday,3,January,Jan,1,1,2026
20260116,16-01-2026,Thursday,3,January,Jan,1,1,2026
20260117,17-01-2026,Friday,3,January,Jan,1,1,2026
20260118,18-01-2026,Saturday,3,January,Jan,1,1,2026
20260119,19-01-2026,Sunday,4,January,Jan,1,1,2026
20260120,20-01-2026,Monday,4,January,Jan,1,1,2026
20260121,21-01-2026,Tuesday,4,January,Jan,1,1,2026
20260122,22-01-2026,Wednesday,4,January,Jan,1,1,2026
20260123,23-01-2026,Thursday,4,January,Jan,1,1,2026
20260124,24-01-2026,Friday,4,January,Jan,1,1,2026
20260125,25-01-2026,Saturday,4,January,Jan,1,1,2026
20260126,26-01-2026,Sunday,5,January,Jan,1,1,2026
20260127,27-01-2026,Monday,5,January,Jan,1,1,2026
20260128,28-01-2026,Tuesday,5,January,Jan,1,1,2026
20260129,29-01-2026,Wednesday,5,January,Jan,1,1,2026
20260130,30-01-2026,Thursday,5,January,Jan,1,1,2026
20260131,31-01-2026,Friday,5,January,Jan,1,1,2026
20260201,01-02-2026,Saturday,5,February,Feb,2,1,2026
20260202,02-02-2026,Sunday,6,February,Feb,2,1,2026
20260203,03-02-2026,Monday,6,February,Feb,2,1,2026
20260204,04-02-2026,Tuesday,6,February,Feb,2,1,2026
20260205,05-02-2026,Wednesday,6,February,Feb,2,1,2026
20260206,06-02-2026,Thursday,6,February,Feb,2,1,2026
20260207,07-02-2026,Friday,6,February,Feb,2,1,2026
20260208,08-02-2026,Saturday,6,February,Feb,2,1,2026
20260209,09-02-2026,Sunday,7,February,Feb,2,1,2026
20260210,10-02-2026,Monday,7,February,Feb,2,1,2026
20260211,11-02-2026,Tuesday,7,February,Feb,2,1,2026
20260212,12-02-2026,Wednesday,7,February,Feb,2,1,2026
20260213,13-02-2026,Thursday,7,February,Feb,2,1,2026
20260214,14-02-2026,Friday,7,February,Feb,2,1,2026
20260215,15-02-2026,Saturday,7,February,Feb,2,1,2026
20260216,16-02-2026,Sunday,8,February,Feb,2,1,2026
20260217,17-02-2026,Monday,8,February,Feb,2,1,2026
20260218,18-02-2026,Tuesday,8,February,Feb,2,1,2026
20260219,19-02-2026,Wednesday,8,February,Feb,2,1,2026
20260220,20-02-2026,Thursday,8,February,Feb,2,1,2026
20260221,21-02-2026,Friday,8,February,Feb,2,1,2026
20260222,22-02-2026,Saturday,8,February,Feb,2,1,2026
20260223,23-02-2026,Sunday,9,February,Feb,2,1,2026
20260224,24-02-2026,Monday,9,February,Feb,2,1,2026
20260225,25-02-2026,Tuesday,9,February,Feb,2,1,2026
20260226,26-02-2026,Wednesday,9,February,Feb,2,1,2026
20260227,27-02-2026,Thursday,9,February,Feb,2,1,2026
20260228,28-02-2026,Friday,9,February,Feb,2,1,2026
20260301,01-03-2026,Saturday,9,March,Mar,3,1,2026
20260302,02-03-2026,Sunday,10,March,Mar,3,1,2026
20260303,03-03-2026,Monday,10,March,Mar,3,1,2026
20260304,04-03-2026,Tuesday,10,March,Mar,3,1,2026
20260305,05-03-2026,Wednesday,10,March,Mar,3,1,2026
20260306,06-03-2026,Thursday,10,March,Mar,3,1,2026
20260307,07-03-2026,Friday,10,March,Mar,3,1,2026
20260308,08-03-2026,Saturday,10,March,Mar,3,1,2026
20260309,09-03-2026,Sunday,11,March,Mar,3,1,2026
20260310,10-03-2026,Monday,11,March,Mar,3,1,2026
20260311,11-03-2026,Tuesday,11,March,Mar,3,1,2026
20260312,12-03-2026,Wednesday,11,March,Mar,3,1,2026
20260313,13-03-2026,Thursday,11,March,Mar,3,1,2026
20260314,14-03-2026,Friday,11,March,Mar,3,1,2026
20260315,15-03-2026,Saturday,11,March,Mar,3,1,2026
20260316,16-03-2026,Sunday,12,March,Mar,3,1,2026
20260317,17-03-2026,Monday,12,March,Mar,3,1,2026
20260318,18-03-2026,Tuesday,12,March,Mar,3,1,2026
20260319,19-03-2026,Wednesday,12,March,Mar,3,1,2026
20260320,20-03-2026,Thursday,12,March,Mar,3,1,2026
20260321,21-03-2026,Friday,12,March,Mar,3,1,2026
20260322,22-03-2026,Saturday,12,March,Mar,3,1,2026
20260323,23-03-2026,Sunday,13,March,Mar,3,1,2026
20260324,24-03-2026,Monday,13,March,Mar,3,1,2026
20260325,25-03-2026,Tuesday,13,March,Mar,3,1,2026
20260326,26-03-2026,Wednesday,13,March,Mar,3,1,2026
20260327,27-03-2026,Thursday,13,March,Mar,3,1,2026
20260328,28-03-2026,Friday,13,March,Mar,3,1,2026
20260329,29-03-2026,Saturday,13,March,Mar,3,1,2026
20260330,30-03-2026,Sunday,14,March,Mar,3,1,2026
20260331,31-03-2026,Monday,14,March,Mar,3,1,2026
20260401,01-04-2026,Tuesday,14,April,Apr,4,2,2026
20260402,02-04-2026,Wednesday,14,April,Apr,4,2,2026
20260403,03-04-2026,Thursday,14,April,Apr,4,2,2026
20260404,04-04-2026,Friday,14,April,Apr,4,2,2026
20260405,05-04-2026,Saturday,14,April,Apr,4,2,2026
20260406,06-04-2026,Sunday,15,April,Apr,4,2,2026
20260407,07-04-2026,Monday,15,April,Apr,4,2,2026
20260408,08-04-2026,Tuesday,15,April,Apr,4,2,2026
20260409,09-04-2026,Wednesday,15,April,Apr,4,2,2026
20260410,10-04-2026,Thursday,15,April,Apr,4,2,2026
20260411,11-04-2026,Friday,15,April,Apr,4,2,2026
20260412,12-04-2026,Saturday,15,April,Apr,4,2,2026
20260413,13-04-2026,Sunday,16,April,Apr,4,2,2026
20260414,14-04-2026,Monday,16,April,Apr,4,2,2026
20260415,15-04-2026,Tuesday,16,April,Apr,4,2,2026
20260416,16-04-2026,Wednesday,16,April,Apr,4,2,2026
20260417,17-04-2026,Thursday,16,April,Apr,4,2,2026
20260418,18-04-2026,Friday,16,April,Apr,4,2,2026
20260419,19-04-2026,Saturday,16,April,Apr,4,2,2026
20260420,20-04-2026,Sunday,17,April,Apr,4,2,2026
20260421,21-04-2026,Monday,17,April,Apr,4,2,2026
20260422,22-04-2026,Tuesday,17,April,Apr,4,2,2026
20260423,23-04-2026,Wednesday,17,April,Apr,4,2,2026
20260424,24-04-2026,Thursday,17,April,Apr,4,2,2026
20260425,25-04-2026,Friday,17,April,Apr,4,2,2026
20260426,26-04-2026,Saturday,17,April,Apr,4,2,2026
20260427,27-04-2026,Sunday,18,April,Apr,4,2,2026
20260428,28-04-2026,Monday,18,April,Apr,4,2,2026
20260429,29-04-2026,Tuesday,18,April,Apr,4,2,2026
20260430,30-04-2026,Wednesday,18,April,Apr,4,2,2026
20260501,01-05-2026,Thursday,18,May,May,5,2,2026
20260502,02-05-2026,Friday,18,May,May,5,2,2026
20260503,03-05-2026,Saturday,18,May,May,5,2,2026
20260504,04-05-2026,Sunday,19,May,May,5,2,2026
20260505,05-05-2026,Monday,19,May,May,5,2,2026
20260506,06-05-2026,Tuesday,19,May,May,5,2,2026
20260507,07-05-2026,Wednesday,19,May,May,5,2,2026
20260508,08-05-2026,Thursday,19,May,May,5,2,2026
20260509,09-05-2026,Friday,19,May,May,5,2,2026
20260510,10-05-2026,Saturday,19,May,May,5,2,2026
20260511,11-05-2026,Sunday,20,May,May,5,2,2026
20260512,12-05-2026,Monday,20,May,May,5,2,2026
20260513,13-05-2026,Tuesday,20,May,May,5,2,2026
20260514,14-05-2026,Wednesday,20,May,May,5,2,2026
20260515,15-05-2026,Thursday,20,May,May,5,2,2026
20260516,16-05-2026,Friday,20,May,May,5,2,2026
20260517,17-05-2026,Saturday,20,May,May,5,2,2026
20260518,18-05-2026,Sunday,21,May,May,5,2,2026
20260519,19-05-2026,Monday,21,May,May,5,2,2026
20260520,20-05-2026,Tuesday,21,May,May,5,2,2026
20260521,21-05-2026,Wednesday,21,May,May,5,2,2026
20260522,22-05-2026,Thursday,21,May,May,5,2,2026
20260523,23-05-2026,Friday,21,May,May,5,2,2026
20260524,24-05-2026,Saturday,21,May,May,5,2,2026
20260525,25-05-2026,Sunday,22,May,May,5,2,2026
20260526,26-05-2026,Monday,22,May,May,5,2,2026
20260527,27-05-2026,Tuesday,22,May,May,5,2,2026
20260528,28-05-2026,Wednesday,22,May,May,5,2,2026
20260529,29-05-2026,Thursday,22,May,May,5,2,2026
20260530,30-05-2026,Friday,22,May,May,5,2,2026
20260531,31-05-2026,Saturday,22,May,May,5,2,2026
20260601,01-06-2026,Sunday,23,June,Jun,6,2,2026
20260602,02-06-2026,Monday,23,June,Jun,6,2,2026
20260603,03-06-2026,Tuesday,23,June,Jun,6,2,2026
20260604,04-06-2026,Wednesday,23,June,Jun,6,2,2026
20260605,05-06-2026,Thursday,23,June,Jun,6,2,2026
20260606,06-06-2026,Friday,23,June,Jun,6,2,2026
20260607,07-06-2026,Saturday,23,June,Jun,6,2,2026
20260608,08-06-2026,Sunday,24,June,Jun,6,2,2026
20260609,09-06-2026,Monday,24,June,Jun,6,2,2026
20260610,10-06-2026,Tuesday,24,June,Jun,6,2,2026
20260611,11-06-2026,Wednesday,24,June,Jun,6,2,2026
20260612,12-06-2026,Thursday,24,June,Jun,6,2,2026
20260613,13-06-2026,Friday,24,June,Jun,6,2,2026
20260614,14-06-2026,Saturday,24,June,Jun,6,2,2026
20260615,15-06-2026,Sunday,25,June,Jun,6,2,2026
20260616,16-06-2026,Monday,25,June,Jun,6,2,2026
20260617,17-06-2026,Tuesday,25,June,Jun,6,2,2026
20260618,18-06-2026,Wednesday,25,June,Jun,6,2,2026
20260619,19-06-2026,Thursday,25,June,Jun,6,2,2026
20260620,20-06-2026,Friday,25,June,Jun,6,2,2026
20260621,21-06-2026,Saturday,25,June,Jun,6,2,2026
20260622,22-06-2026,Sunday,26,June,Jun,6,2,2026
20260623,23-06-2026,Monday,26,June,Jun,6,2,2026
